id,name,phone,address,city,state,country,lat,lng,rating,reviews,type,subtypes,website,status,price_level,working_hours,google_maps,reviews_link,photo,about
0x3f8f812b6da1e6b5:0xb9126c0afdbd76a3,لوازم یدکی خودروهای چینی,+989111154990,میاندشت، میاندشت،میربازار، بابلسر، استان مازندران،، MMJ2+9GP لوازم یدکی خودروهای چینی، ایران,میاندشت,,IR,36.680955,52.6513345,4.5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,"{'شنبه': ['۸:۳۰ تا ۱۳', '۱۶ تا ۲۱:۳۰']}",https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8f812b6da1e6b5:0xb9126c0afdbd76a3,https://search.google.com/local/reviews?placeid=ChIJteahbSuBjz8Ro3a9_QpsErk&authuser=0,,
0x3f8dbfb20781a57f:0xfdfe6e692e251f10,لوازم یدکی ماشین چینی,+989198072490,لوازم یدکی ماشین چینی، RWPX+47M، کرج، استان البرز، ایران,کرج,استان البرز,IR,35.826030599999996,51.0035518,3,,location,,https://behnampart.ir,OPEN,,{'شنبه': ['۸:۳۰ تا ۲۱']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dbfb20781a57f:0xfdfe6e692e251f10,https://search.google.com/local/reviews?placeid=ChIJf6WBB7K_jT8REB8lLmlu_v0&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepPabZU81TUidgqZCkfIQIyQarJ3reuXIks_EftTQ08xn13mBBS9hUbL6YAr9YAMLUJ8C0DrszgeCJKSSn-10J-xMYWcQPN-h-7csdKyuAh_Ib9hlm5dJmhHjqo-X2XroMzyd-TKUJijE-X=m18,
0x3fbdcd005f79362d:0xd24da410cebec6c7,لوازم یدکی خودروهای چینی نصیری,+989138651056,"Isfahan Province, Khomeyni Shahr, Azadegan Blvd, لوازم یدکی خودروهای چینی نصیری, ایران",خمینی شهر,استان اصفهان,IR,32.7006175,51.522506,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,"{'شنبه': ['۸:۳۰ تا ۱۳', '۱۵:۳۰ تا ۱۹:۳۰']}",https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fbdcd005f79362d:0xd24da410cebec6c7,https://search.google.com/local/reviews?placeid=ChIJLTZ5XwDNvT8Rx8a-zhCkTdI&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepngLKOdxddcntwEMHRWX0WDq2Xk5WfZ0CBOqA2q1wNIicHS8K6221haIXHDCW0Pb3vCclZ-FfboU_dY6gBPNuKZ2UITKFIHZtd9fzDAFqROgIFru9CXC7FCdaM05KNoXTVTD_AoBOzRDI6,
0x3f8d95006d9c9a8b:0xb6177cba22ca4ba2,چینی یدک,+989120685032,چینی یدک، R236+W53 خلج آباد، کرج، استان البرز، ایران,کرج,استان البرز,IR,35.804762499999995,51.0104219,4.3,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸:۴۵ تا ۲۰:۴۵']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8d95006d9c9a8b:0xb6177cba22ca4ba2,https://search.google.com/local/reviews?placeid=ChIJi5qcbQCVjT8RokvKIrp8F7Y&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqslPxqZbVGt8Mn6e9cWRF7UoK6lY54LSlV4Qqq8S_vytIEx2f2xni-FM7EpGDmZhR2HruhiyKUggQTlCNgZMKnmJPNfazvGXsLVyVcY63YPQbqs3teogM0ZzOSN-TVdoIurcKi,
0x3f8dfd000481e3df:0x2519ea1abe7631f0,لوازم یدکی خودروهای چینی(امیریدک),+982144114614,"Tehran Province, Tehran, Kan, Bolvar-e-Shahr-e-Ziba, P7VV+QXQ لوازم یدکی خودروهای چینی(امیریدک), ایران",تهران,استان تهران,IR,35.744459,51.294933699999994,,0,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,http://www.amiryadaak.com,OPEN,,{'شنبه': ['۱۰ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dfd000481e3df:0x2519ea1abe7631f0,https://search.google.com/local/reviews?placeid=ChIJ3-OBBAD9jT8R8DF2vhrqGSU&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptrYpi9p8ccr-EGD-ZdoTnqd4_uN0KmXALNkHDI7PE_ZsJtdjNhrZ0IovlxEtLx63wEn_mm4fnvxyACep8nAZSPEMv8dttauC-3sto2sCPcRWaE1D5ahGcd8suhCgl44HxQUo3zg,
0x3fec957d13e9bc07:0x4b9865dd36b5bad8,فروشگاه قطعات خودروهای چینی *حامیکو*,+989189600334,استان مرکزی، اراک، شهرك گردو،، طالقاني، فروشگاه قطعات خودروهای چینی *حامیکو*، ایران,اراک,,IR,34.0719862,49.6621977,4,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,"{'شنبه': ['۹ تا ۱۳:۳۰', '۱۶ تا ۲۱']}",https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fec957d13e9bc07:0x4b9865dd36b5bad8,https://search.google.com/local/reviews?placeid=ChIJB7zpE32V7D8R2Lq1Nt1lmEs&authuser=0,,
0x3fbdcb31fcc131c3:0x682b26ed2f90321b,چین یدک,+989132656410,اصفهان، استان اصفهان، اصفهان، خیابان امام خمینی،، PHCQ+P9J چین یدک، ایران,اصفهان,,IR,32.7218343,51.588376,3.5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['شبانه\u200cروزی باز است']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fbdcb31fcc131c3:0x682b26ed2f90321b,https://search.google.com/local/reviews?placeid=ChIJwzHB_DHLvT8RGzKQL-0mK2g&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwermebyQVoVA6vY4eUz_IXJLcQPABfr2w8lwCZp4mGvm3ODqOlvvNzxVNPJCryYEQ4Tr226hw3X4EEPH4MPaAY2EpZBnRtOSFMxBRtuuzmMo-S11_fxZcW-NAp1ihdO_bGr-AqaitQ,
0x3f8dfb007e7167a1:0x80f6dc158415a7a7,فروشگاه لوازم یدکی چینی,,فروشگاه لوازم یدکی چینی، M6RX+F72، تهران، ایران,تهران,,IR,35.6911395,51.248154299999996,,0,بازار لوازم یدکی,بازار لوازم یدکی,,OPEN,,{},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dfb007e7167a1:0x80f6dc158415a7a7,https://search.google.com/local/reviews?placeid=ChIJoWdxfgD7jT8Rp6cVhBXc9oA&authuser=0,,
0x3f96850013f1bb75:0x5b014a8828693664,لوازم یدکی خودرو های چینی کاشان,+989132646458,لوازم یدکی خودرو های چینی کاشان، XFH5+X7H، کاشان، ایران,کاشان,,IR,33.979971899999995,51.458259399999996,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۲۲']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f96850013f1bb75:0x5b014a8828693664,https://search.google.com/local/reviews?placeid=ChIJdbvxEwCFlj8RZDZpKIhKAVs&authuser=0,,
0x3f8e1df71438da7f:0x7d939aa9f9fcd5bd,فروشگاه لوازم خودروهای چینی سپهران یدک,,تهران، شرقی.خیابان شفیعی مکرم 135 شمالی.پلاک374. سپهران یدک، خیابان وفادار، فروشگاه لوازم خودروهای چینی سپهران یدک، ایران,تهران,,IR,35.7484383,51.553126899999995,,0,مغازه,مغازه,,OPEN,,{'شنبه': ['۹ تا ۲۱']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8e1df71438da7f:0x7d939aa9f9fcd5bd,https://search.google.com/local/reviews?placeid=ChIJf9o4FPcdjj8RvdX8-amak30&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqWOjyZ-twrNYNBkE8DSmamBhMswkMjynnjhLZXhDpUPWY91FZVY3aBKnkYZAlgyBXfdJm7upOv6YEFcem79CI0ku2mT1XOlOMkgG5WJ4XKY9BfaEPAEkR8_gI_F-InqF46DJ_En9VV8hbl,
0x3fbc35000d81b3b7:0x6800f545a95b6a49,لوازم یدکی خودرو چینی اصفهان | خودروچین,+989135446400,"Isfahan Province, Isfahan, Shahid Beheshti St, JMX3+77C لوازم یدکی خودرو چینی اصفهان | خودروچین, ایران",اصفهان,استان اصفهان,IR,32.649902,51.6531551,,0,فروشگاه لوازم جانبی خودرو,فروشگاه لوازم جانبی خودرو,https://khodrochinshop.ir,OPEN,,"{'شنبه': ['۸ تا ۱۳', '۱۶ تا ۲۰']}",https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fbc35000d81b3b7:0x6800f545a95b6a49,https://search.google.com/local/reviews?placeid=ChIJt7OBDQA1vD8RSWpbqUX1AGg&authuser=0,,
0x3fb20d323da1d1a3:0x785d077d64bb1a2a,لوازم یدکی وحید,+989179687502,استان فارس، شیراز، خط کندرو بولوار مدرس، JH36+RJ2 لوازم یدکی وحید، ایران,شیراز,استان فارس,IR,29.604504499999997,52.561526099999995,4.9,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,https://vahidpart.ir,OPEN,,{'شنبه': ['۸ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb20d323da1d1a3:0x785d077d64bb1a2a,https://search.google.com/local/reviews?placeid=ChIJo9GhPTINsj8RKhq7ZH0HXXg&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUBEk-soDNadgqlnR7nScQN2OjUE7qm6z6ZzCFYeK08ZbRtgdYICbilrPgP5AnlGNX9ZlTtcLsuNUdLbjws1YFWgaBnZOYubCIMxbYLVk9B-HCO9k58wKgYB0yUgKOsAs5jg4=m18,
0x3fb272cb01e217bd:0xddbbd1bf50bc047d,لوازم یدک خودرو دهقانی,+987137361633,استان فارس، شیراز، خط کندرو بزرگراه رحمت، HHJ4+C9V لوازم یدک خودرو دهقانی، ایران,شیراز,استان فارس,IR,29.581109599999998,52.5559343,4,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۹ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb272cb01e217bd:0xddbbd1bf50bc047d,https://search.google.com/local/reviews?placeid=ChIJvRfiActysj8RfQS8UL_Ru90&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepcUYjgrURJOs9D1hwMr8SeFfVFTKRn68SIXadkjWm-xIhJ16B2_SuhO_1lY3cJRuwPcb1mHw4n5X7Q3Z5HQuAx2bkGJ7KOkZh2JTviBRwlDLWltI2JrdO3behEMjLrLvlUnWHfng,
0x3fb213b0b52a1827:0xc787e5fc3d9d8faf,لوازم یدکی نوین,+987138234605,"استان فارس، شیراز, امیر کبیر, No. 33، لوازم یدکی نوین، ایران",شیراز,استان فارس,IR,29.6127917,52.479663699999996,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۲۱:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb213b0b52a1827:0xc787e5fc3d9d8faf,https://search.google.com/local/reviews?placeid=ChIJJxgqtbATsj8Rr4-dPfzlh8c&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPVRPOBGXNkrofc27TxPXSoDGlUE3ZBDry3s0MoiERVCchEKVM_TeYi-7IKukZFnMcHyoSj9Zc3CgwTL0G0qKYvFB4gbD8sRi-uJzDu9_irlCGEQCmTj8oKXUiPvmG1KSJQ6CLPw,
0x3fb2128b0d0d9043:0x220f00aae3cde7e0,فروشگاه هادی پارت جک و لیفان-(نوین پارت),+989179250043,شیراز، ،ابتدای، بلوار امیرکبیر، JG46+4W2 فروشگاه هادی پارت جک و لیفان-(نوین پارت)، بعد از بانک ملی، ایران,شیراز,,IR,29.6052702,52.512259799999995,3.8,,فروشگاه لوازم یدکی,"فروشگاه لوازم یدکی, خدمات تبادل میان کسب و کارها",https://www.nydk.ir,OPEN,,"{'شنبه': ['۹ تا ۱۴', '۱۶:۳۰ تا ۲۰']}",https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb2128b0d0d9043:0x220f00aae3cde7e0,https://search.google.com/local/reviews?placeid=ChIJQ5ANDYsSsj8R4OfN46oADyI&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYeYeF4g65FtQBesYn-8xeogAj4ja5vL-s7Zu0R3nsrFx-YbPiJeRUw8xX2T3vNYB_nXGvvvQlYdWcqXODJul7rvR3Sg7Q7ov8i4drg-A0fHtvldQzk6Y9pbSnDhN5sWN3gFEJAA,
0x3fb2137af6635919:0xb211f11b971b07b8,فروشگاه شیراز یدک,+987138384393,فروشگاه شیراز یدک، JF6Q+J6M منطقه ۴، شیراز، استان فارس، ایران,شیراز,استان فارس,IR,29.6115243,52.488229499999996,4.5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb2137af6635919:0xb211f11b971b07b8,https://search.google.com/local/reviews?placeid=ChIJGVlj9noTsj8RuAcblxvxEbI&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_lPE3tNCoJDClqceo69b6y9XHTS80pSxTWZ4ZaC9fKZphElP4uFpuCIxpAVKvmY9ufjOe0wU2G5Yd9J9R-XMR6JJyVtcO6VPacaVqhopVADgaYokErW0j8m_dcn1sR3KVBcxilA,
0x3fb213c444ac0d2b:0x6b2decdf0f029783,قطعات خودرو ذاکر,+989179366250,استان فارس، شیراز، منطقه ۴، شیراز،،، قطعات خودرو ذاکر، ایران,شیراز,,IR,29.6054285,52.5116461,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۲۱']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb213c444ac0d2b:0x6b2decdf0f029783,https://search.google.com/local/reviews?placeid=ChIJKw2sRMQTsj8Rg5cCD9_sLWs&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJE9vQc7zgNHAG1uWpSPm0g-KhNheUjnERwgwY1l2tn40CoF2B1eONImoiBKs70cPOL6SVe7DgVmdJgYR6wRYxeYtEsFyG-HeGYpZH6F_1tkA6FEAf4b_YZoA5qJDOpTkVyJ7b,
0x3fb20cdac192fbcb:0xc9f1fc99e6bedc8,نمایندگی لوازم یدکی ایساکو (زارع),+987137337429,نمایندگی لوازم یدکی ایساکو (زارع)، JH3M+MFQ منطقه ۳، شیراز، استان فارس، ایران,شیراز,استان فارس,IR,29.6042053,52.5837455,3.5,,تأمین‌کننده قطعات بدنه اتومبیل,تأمین‌کننده قطعات بدنه اتومبیل,,OPEN,,{'شنبه': ['۸ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb20cdac192fbcb:0xc9f1fc99e6bedc8,https://search.google.com/local/reviews?placeid=ChIJy_uSwdoMsj8RyO1rnskfnww&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepc5PnCXA9I5VpHxuIh_U8gzEuWG1uCcQUWOC58u8csnTx_KDvpa2N8TlUk1JfwqmVM5K0mHV_dHaeIaa6D9_rjhjkOXGLXljZrTox8S7JnFjaXN9NKPEBxYP_vBPJVKfWLi8z8hg,
0x3fb2152eb709458b:0xbb16c70a51fe781d,پخش عمده لوازم یدکی زارع,+989307116363,"استان فارس، شیراز, 15 Rd, JC8R+CH3 پخش عمده لوازم یدکی زارع، ایران",شیراز,استان فارس,IR,29.616018399999998,52.4414229,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb2152eb709458b:0xbb16c70a51fe781d,https://search.google.com/local/reviews?placeid=ChIJi0UJty4Vsj8RHXj-UQrHFrs&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLcIlDvZfEtq8iTm9IPd9vY3xLB6CCvVRRmwe9081jRl-hePZtlw4s-Az4wc8lWHg2jZ3l6docvw-3WvSC4ihz_-8PDwQ9sxOa1Yts2XZDpX9WuteaaidJct0E7Y9PcEqt3KKh,
0x3fb20d5ef30217f5:0x27713b211c0cefa3,لوازم یدکی حقیقت 110,+987137382668,استان فارس، شیراز، امام حسین، HGVP+F7C لوازم یدکی حقیقت 110، ایران,شیراز,استان فارس,IR,29.5936833,52.5356445,4.3,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,http://yadakhaghighat110.com,OPEN,,{'شنبه': ['۸:۱۵ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fb20d5ef30217f5:0x27713b211c0cefa3,https://search.google.com/local/reviews?placeid=ChIJ9RcC814Nsj8Ro-8MHCE7cSc&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjjrIl9nV5A2crgOPW9CTW8DDQumHNXKPn2McenRRYEQ9OtaGdyOoQpf5fQ9M-assuLGmAvaE1bylpPJyJwCQkPjSFTFox9dluATToKEn1ETiVycOqjqjyEFR5_5tYE7SGVH41dg,
