id,name,phone,address,city,state,country,lat,lng,rating,reviews,type,subtypes,website,status,price_level,working_hours,google_maps,reviews_link,photo,about
0x3f8e0178df7536fd:0xf782a34f4e3f8445,فروشگاه یوسفی - نمایندگی قطعات سایپا,+982133938201,"فروشگاه یوسفی - نمایندگی قطعات سایپا, MCPG+Q3R District 12, Tehran, Tehran Province, ایران",تهران,استان تهران,IR,35.6869874,51.4251386,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۱۷']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8e0178df7536fd:0xf782a34f4e3f8445,https://search.google.com/local/reviews?placeid=ChIJ_TZ133gBjj8RRYQ_Tk-jgvc&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJwsZ4KyDdw-IrUblOOUKSlvNhDsuDQ-XDhL2ZielqI2UWDwO0O7rEQ0Gq1ci88w9mfCr2ipOIi-sqA34ILsUEl_V92GRaxYQdyrSpMkL5ykpBSASy1pA09Q8iUDqnZC6O4eTT,
0x3f91fbbfe50583bd:0xb5fe8edce964e104,سایپالند ، نمایندگی مجاز فروش لوازم یدکی سایپا,+982133404189,"استان تهران، تهران, Bolvar-e-Nezami, HF79+PG6 سایپالند ، نمایندگی مجاز فروش لوازم یدکی سایپا، ایران",تهران,استان تهران,IR,35.564284799999996,51.4687547,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,https://saipaland.com,OPEN,,{},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f91fbbfe50583bd:0xb5fe8edce964e104,https://search.google.com/local/reviews?placeid=ChIJvYMF5b_7kT8RBOFk6dyO_rU&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerVDlzVmoaoI0ng6WRtSycUEpHXC9Su4GH1M-b7q99gjTD-73aV51Wee9pu149Nsy8B8-5_E-t5UY7DwNZyFx47NnrbbL3Nli9yDK0JNhMP6uEkwD2N9FhNPfrhtj-TkkrU9nM,
0x3f8dfcb5a43e0f45:0x2ff999390e7e990b,سایپایدک ۱۷۰۲۰,+982144322540,سایپایدک ۱۷۰۲۰، Q75J+4X7 کن، تهران، استان تهران، ایران,تهران,استان تهران,IR,35.7577897,51.2824108,4.4,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,http://www.otoyadaki.com,OPEN,,{'شنبه': ['۸ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dfcb5a43e0f45:0x2ff999390e7e990b,https://search.google.com/local/reviews?placeid=ChIJRQ8-pLX8jT8RC5l-DjmZ-S8&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobP0YCcJn60mrtewau-CJg7PFRYcD4sXpGz5hG4rDZS7n0EYOg7gv10gc2U6V-cJ5NyvID3_2qP53kvuEYmi4WeoXeNY9MR7WKmUeRFK2TlmiiF45l9hsUhrQm9kVaKpE96gIt,
0x3f8e03d47f6dfb13:0xbba10b746fc6a928,لوازم یدکی مجاز سایپا,+982177824785,تهران، خیابان دماوند،تهران،، لوازم یدکی مجاز سایپا، ایران,تهران,,IR,35.7109228,51.4781443,3,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸:۳۰ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8e03d47f6dfb13:0xbba10b746fc6a928,https://search.google.com/local/reviews?placeid=ChIJE_ttf9QDjj8RKKnGb3QLobs&authuser=0,,
0x3f8d97ce88cf583d:0x64ebed44c7ed7437,عاملیت مجاز سایپا یدک بزرگی,+989126662932,استان تهران، کرج،، جاده ماهدشت، عاملیت مجاز سایپا یدک بزرگی، ایران,محمد شهر,,IR,35.7528607,50.9125467,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸:۳۰ تا ۲۱']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8d97ce88cf583d:0x64ebed44c7ed7437,https://search.google.com/local/reviews?placeid=ChIJPVjPiM6XjT8RN3Ttx0Tt62Q&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwertpMUFvl2FilWdDniGzeadK1yMPGk-jXm8h2ku-y2-iXY1-ZdhgWa6duKHj3j6m9zGNPVE-CdgKE_AmDpb36kCH_Uqwkf6tngoeVkXGQR6hsO1ivhnWZFlGG4YgbTuaAwRczy_nw,
0x3f8ded1d08e8b4ff:0x98b7eb999a97c138,نمایندگی قطعات سایپا یدک، ،اخباری,+982165533706,استان تهران، کرج،، بلوار شهید طالقانی، نمایندگی قطعات سایپا یدک، ،اخباری، ایران,شهریار,,IR,35.6852808,51.014136699999995,4.5,,فروشگاه لوازم برقی,فروشگاه لوازم برقی,,OPEN,,{},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8ded1d08e8b4ff:0x98b7eb999a97c138,https://search.google.com/local/reviews?placeid=ChIJ_7ToCB3tjT8ROMGXmpnrt5g&authuser=0,,
0x3f8d93729827c41f:0x4290a65ecb26b733,قطعه سایپا صباغ,+982636511027,استان البرز، فردیس، فلکه پنجم، PX6G+VMQ قطعه سایپا صباغ، ایران,,استان البرز,IR,35.7122139,50.9767374,4.2,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸:۳۰ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8d93729827c41f:0x4290a65ecb26b733,https://search.google.com/local/reviews?placeid=ChIJH8QnmHKTjT8RM7cmy16mkEI&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMdkE-h9qe7xtJXJExWd4kJtcYp9P1a7VsZISes4Asyro4gE5shcc4wUQAJlzFJBD93DGUssSujTWoWN5zOMnLe33gIdv1uYdcAyFx1W9-meFdJ5vNp18dKNXy6KtA11BoRBre,
0x3f8dff005a42fadd:0xe7f617df5ed43147,لوازم یدکی ایران خودرو و سایپا (بنایی),+982166242276,"استان تهران، تهران, Nasiri, M83J+JWQ لوازم یدکی ایران خودرو و سایپا (بنایی)، ایران",تهران,استان تهران,IR,35.6539613,51.332331499999995,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۸ تا ۲۲:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dff005a42fadd:0xe7f617df5ed43147,https://search.google.com/local/reviews?placeid=ChIJ3fpCWgD_jT8RRzHUXt8X9uc&authuser=0,,
0x3ffaefaa2ce7c4b5:0x5ad0518286ce03db,سایپا یدک شهریار عبدلی(پخش عمده قطعات یدکی ),+989187264493,استان کرمانشاه، کرمانشاه، بلوار جمهوری اسلامی، 8374+V2Q سایپا یدک شهریار عبدلی(پخش عمده قطعات یدکی )، ایران,کرمانشاه,استان کرمانشاه,IR,34.314709199999996,47.0551003,4.8,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۷:۳۰ تا ۲۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3ffaefaa2ce7c4b5:0x5ad0518286ce03db,https://search.google.com/local/reviews?placeid=ChIJtcTnLKrv-j8R2wPOhoJR0Fo&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqez7707vmFqy0L-0bd1JXt0F1jtWT02D-hLojx07g6hOtppwsxf7rAHiSPBtITWxI27qKynhJsUGvzBsKMVxjvdI088RyTAlGj_U7Xx6QiEgpkaDnrNAktT4RXl4qdmVEq0feAYw,
0x3f93bc3f53c04015:0x3264337fce3efa78,نمایندگی لوازم یدکی سایپا رحمتی پور,+982537208020,نمایندگی لوازم یدکی سایپا رحمتی پور، JWF5+8C6، قم، استان قم، ایران,قم,استان قم,IR,34.6232973,50.908503499999995,3.3,,مرکز خرید,مرکز خرید,,OPEN,,{'شنبه': ['۸ تا ۲۲']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f93bc3f53c04015:0x3264337fce3efa78,https://search.google.com/local/reviews?placeid=ChIJFUDAUz-8kz8RePo-zn8zZDI&authuser=0,,
0x3f91ff0068425db7:0xe0fde2b862522bef,نمایندگی فروش قطعات سایپا ( علی وثوقی),,استان تهران، تهران، منطقه ۱۹، خیابان لطیفی، J9MJ+WR2 نمایندگی فروش قطعات سایپا ( علی وثوقی)، ایران,تهران,استان تهران,IR,35.6347178,51.3821199,,0,خدمات حمل‌ونقل,خدمات حمل‌ونقل,,OPEN,,{'شنبه': ['۹ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f91ff0068425db7:0xe0fde2b862522bef,https://search.google.com/local/reviews?placeid=ChIJt11CaAD_kT8R7ytSYrji_eA&authuser=0,,
0x3f8dff0073af1b6b:0x72e5a2b3cc44908c,فروشگاه لوازم و قطعات یدکی ایران خودرو و سایپا (بیات),+982166304213,"Tehran Province, Tehran, E Yaft Abad St, No. شهرک ولیعصر, فروشگاه لوازم و قطعات یدکی ایران خودرو و سایپا (بیات), ایران",تهران,استان تهران,IR,35.642132,51.3412066,5,,فروشگاه لوازم جانبی خودرو,فروشگاه لوازم جانبی خودرو,,OPEN,,{'شنبه': ['۸:۳۰ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dff0073af1b6b:0x72e5a2b3cc44908c,https://search.google.com/local/reviews?placeid=ChIJaxuvcwD_jT8RjJBEzLOi5XI&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo1DK9DQwRJrlwPLweCA-RYDmwh_evHJbxKWXtVTux1WIhlfnXyYyLSZStW808ffT9bb-ZzpGprz5m-wHVnlmxj8c4Wkflrdn4HCeDr861zWvcj11sAV-kz6n2poLyec9noCgA,
0x3f8e01007325dda1:0xc3c1db62c5c92911,لوازم یدکی خودروهای چینی,+989194044717,"Tehran, Safi Alishah Rd, MCVJ+689 لوازم یدکی خودروهای چینی, ایران",تهران,,IR,35.6930183,51.4308482,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,https://www.taktazpart.com,OPEN,,{'شنبه': ['۱۰ تا ۱۸']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8e01007325dda1:0xc3c1db62c5c92911,https://search.google.com/local/reviews?placeid=ChIJod0lcwABjj8RESnJxWLbwcM&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweriFv-tTwKKEXhY1HaEmDe-O7HNJ-eUdkaqvyzlvC7Z3BIEd6MXmzK0-QVQMNYKpawrYA3KQKYLnx7Fca7x-fi2rJfsODk6uwaFlk_wX8kYLc2LCmQHnc-9NBQ3ea2HvvjENU97Be_-dMJB,
0x3fbc357caa65d7b5:0xe698d13b053fc5a,فروشگاه قطعات خودروهای سواری چینی,+989133140116,فروشگاه قطعات خودروهای سواری چینی، MJJR+RHP، اصفهان، استان اصفهان، ایران,اصفهان,استان اصفهان,IR,32.682097999999996,51.6414652,5,,تعمیرگاه خودرو,تعمیرگاه خودرو,,OPEN,,{'شنبه': ['شبانه\u200cروزی باز است']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fbc357caa65d7b5:0xe698d13b053fc5a,https://search.google.com/local/reviews?placeid=ChIJtddlqnw1vD8RWvxTsBONaQ4&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqawSXGlECsU0OmMs6fBzodJ1YwTzdKap5zMkbLP7e6EF21NsCBLn61zxD_OpL5SVT8Rrc1MsN4R5ZCLNACcRkUfSW9lxLWnFfzDpN2jV-ZoBMXNd6DgJu2bnvfDTavhsub0Hlg,
0x3f8e01056c62e035:0xc5d35f0bf7ba816e,فروشگاه اژدری,+982133938540,فروشگاه اژدری، MCPF+9G2 منطقه ۱۲، تهران، استان تهران، ایران,تهران,استان تهران,IR,35.6857869,51.4232653,4.6,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,http://www.azh-parts.ir,OPEN,,{'شنبه': ['۹ تا ۱۷']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8e01056c62e035:0xc5d35f0bf7ba816e,https://search.google.com/local/reviews?placeid=ChIJNeBibAUBjj8RboG69wtf08U&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoX6-3UzucgCVLusMBFTJ_QYE5Z5ANyopuqLqB6kOcjfIkKkaiHKBog1rtW0jS0TeoPk6-pjPvBzZpUpz5oOq4itTEG_Pv1javdPF9Ym3k82qvvStdAJoVth4cdn6Wn8F828mql6jgChVE,
0x3fbb9b4a38ec906d:0x6a1cb34c2080e9a3,عرضه کننده لوازم یدکی خودروهای چینی (نوین یدک),,"عرضه کننده لوازم یدکی خودروهای چینی (نوین یدک), 2V6J+RCH, Shahreza, Isfahan Province, ایران",شهرضا,استان اصفهان,IR,32.01206,51.8811009,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['شبانه\u200cروزی باز است']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fbb9b4a38ec906d:0x6a1cb34c2080e9a3,https://search.google.com/local/reviews?placeid=ChIJbZDsOEqbuz8Ro-mAIEyzHGo&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerV-XKVLGkwoNu53jmPE5dZCudZx4rWgMTRElWsMQkBSPDK0M4akWS1zpUPIXgzzm9OMvw7mxf9R55jLGzcmEVIRlEvuJupxWy0UhPwCIiiX-I-aIyx7iQ8i5rPeRzB_0ubvWXI,
0x3f855db151ad24df:0x611cf6e6c378cc46,فروشگاه قطعات ماشینهای چینی احمدیان,+989905016393,استان مازندران، قائم شهر، بلوار خنکدار، FWP2+FX7 فروشگاه قطعات ماشینهای چینی احمدیان، ایران,قائم شهر,استان مازندران,IR,36.4861558,52.9024283,5,,دفتر شرکت,دفتر شرکت,,OPEN,,{'شنبه': ['۸:۳۰ تا ۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f855db151ad24df:0x611cf6e6c378cc46,https://search.google.com/local/reviews?placeid=ChIJ3yStUbFdhT8RRsx4w-b2HGE&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerP0VK4v6PIwg496XpKpKW6AnvOyxSbggFswEz4WXe2j0rz2l-CsiQwgmXF5Z3a2ZaXNBCFG1A3Q_8TuUgGtgpl8yd7Wd7vlRiZRI9eH4hAwky8oQC0iOu2mpQtm-KYXfxt9178,
0x3f8e012742470037:0xe1477f807a454656,فروشگاه قطعات خودرو های چینی (مرکزی),+989193131906,"Tehran Province, Tehran, S Saadi St, MCPF+7GP فروشگاه قطعات خودرو های چینی (مرکزی), ایران",تهران,استان تهران,IR,35.685709599999996,51.4238128,3,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۹ تا ۱۸']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8e012742470037:0xe1477f807a454656,https://search.google.com/local/reviews?placeid=ChIJNwBHQicBjj8RVkZFeoB_R-E&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptZr2Jvjt0gx7deChjhrE5RtGIIf-z2pueeENdpOZf55FRnhvYLvTheDmC2xzpgr8yhQhn7AMyb2kFU_svVriQYAi4U4q8QCU4QDZZg2CWKgd8pVGYrMTcskthL73y6iUMkN3h,
0x3f8dbf005054c8c3:0xca9d2ea8b06b8a3f,لوازم یدکی خودروهای چینی,+989375704004,کرج، گلشهر، کوچه آذر شرقی،لوازم یدکی خودرو چینی رو، بلوار شمس، پلاک ابتدای، لوازم یدکی خودروهای چینی، ایران,کرج,,IR,35.8332585,50.941156,5,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['۹ تا ۲۰:۳۰']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3f8dbf005054c8c3:0xca9d2ea8b06b8a3f,https://search.google.com/local/reviews?placeid=ChIJw8hUUAC_jT8RP4prsKgunco&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2SM8ZZFv0hI-rd1A_Gw140oGBybWpqgAEmNDypBVWU8OJWVU0XQTATd-v6gy1ZCPW0ygc2gQnuRK6T6ltD7hX2HNzSFkgcR3yYzXW5Eh3-bkvFkLGhi9A6Xk1soK0VvP665CA,
0x3fbc316c697734df:0xb2fd64532e470239,لوازم یدکی خودرو های چینی,+989135646609,استان اصفهان،، جاده کنارگذر شمالی آزادراه ذوب آهن، لوازم یدکی خودرو های چینی، ایران,,,IR,32.560342399999996,51.5239226,2,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,,OPEN,,{'شنبه': ['شبانه\u200cروزی باز است']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fbc316c697734df:0xb2fd64532e470239,https://search.google.com/local/reviews?placeid=ChIJ3zR3aWwxvD8ROQJHLlNk_bI&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep3nGWMtw_cxskHc--iNCNHmgOQOGIrSSLJgOHsZIT-q8BdQuJmigJqX-uuNs4e6EYwGHHAimcHAjc1cnB5KxT8lq9tZPEjGLLnMeUt1aHFg-DmpbEzgy_izbPngpTjPsrOX7IY,
0x3fa61b0052d8015d:0x57f2cca20b224f74,لوازم یدکی خودرو های چینی,+989128113396,لوازم یدکی خودرو های چینی، V8HC+RMX، یزد، ایران,یزد,,IR,31.8797243,54.3215881,4.7,,فروشگاه لوازم یدکی,فروشگاه لوازم یدکی,https://yadaki-china-yazd.com,OPEN,,{'شنبه': ['۹ تا ۲۲']},https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3fa61b0052d8015d:0x57f2cca20b224f74,https://search.google.com/local/reviews?placeid=ChIJXQHYUgAbpj8RdE8iC6LM8lc&authuser=0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerEYIE_uGhbUwryUfx3reOFa4fqc4Kz6CZ5Q_z0oRdc3-LQzpm59pvuKTeMFmO4xuNnxfd6qR5WPSKudHe-HcXN80x7ly0GOUd3os-GPXHTKGd3NA3h0EHDni8JxmUHanVzl2h20thr5bE,
